Timestep,Shank_x,Shank_y,Shank_z,Thigh_x,Thigh_y,Thigh_z,Trunk_x,Trunk_y,Trunk_z,FoG
176,40,79,1029,-254,20,981,203,-29,1019,0
177,60,69,1029,-245,40,953,184,-9,1009,0
178,60,59,1039,-245,40,962,194,-29,1000,0
179,40,69,1049,-236,20,972,194,9,990,0
180,40,79,1039,-245,40,962,194,-9,1000,0
181,40,79,1039,-254,40,962,203,-38,1000,0
182,40,69,1029,-254,30,953,213,-9,971,0
183,60,79,1039,-272,10,962,184,-9,1000,0
184,60,79,1039,-254,40,953,194,-38,1009,0
185,50,59,1039,-254,40,962,203,-19,990,0
186,40,79,1039,-254,10,962,203,-9,990,0
187,30,79,1019,-254,30,953,194,-29,1000,0
188,40,69,1029,-263,40,962,194,-19,1000,0
189,50,89,1039,-281,40,962,194,-19,1000,0
190,50,69,1039,-254,30,972,203,-19,990,0
191,50,89,1019,-254,30,962,203,-9,980,0
192,40,69,1049,-254,20,962,203,0,990,0
193,30,79,1029,-254,30,962,194,-19,1000,0
194,60,49,1029,-245,40,962,203,-9,1000,0
195,60,69,1039,-245,20,981,184,-9,1000,0
196,40,79,1029,-245,40,962,194,-19,1000,0
197,50,89,1039,-254,40,962,194,-29,1000,0
198,50,69,1039,-254,30,962,203,0,990,0
199,50,69,1049,-272,50,953,203,-38,990,0
200,50,79,1039,-254,20,962,203,-38,990,0
201,60,69,1029,-245,30,944,194,-9,971,0
202,60,79,1039,-245,30,944,194,-9,1000,0
203,50,69,1039,-254,60,962,194,-9,1000,0
204,50,89,1049,-254,50,962,194,-19,1000,0
205,40,69,1029,-254,30,953,203,-48,1009,0
206,50,79,1029,-254,10,981,174,0,1000,0
207,40,79,1039,-272,50,953,194,-19,1000,0
208,50,59,1049,-254,20,972,194,0,990,0
209,50,79,1039,-254,40,953,194,0,990,0
210,30,79,1068,-254,30,972,184,-9,1000,0
211,60,79,1029,-254,30,972,194,-9,1000,0
212,50,69,1029,-263,20,962,194,0,1000,0
213,40,59,1049,-254,10,953,184,-19,1000,0
214,50,89,1039,-263,60,962,203,-38,990,0
215,30,79,1039,-263,20,962,194,-9,990,0
216,30,89,1029,-263,30,953,194,-9,990,0
217,50,69,1009,-263,20,953,165,-19,1009,0
218,40,69,1049,-263,20,953,184,-19,990,0
219,50,79,1019,-254,70,944,174,-19,1009,0
220,40,69,1049,-254,30,962,194,-19,1009,0
221,40,59,1039,-263,30,972,194,-29,990,0
222,40,59,1058,-272,20,953,194,-29,980,0
223,50,79,1049,-263,20,953,174,-38,1000,0
224,40,79,1029,-245,30,944,194,-29,980,0
225,50,79,1039,-245,20,962,184,-29,990,0
226,50,69,1019,-254,20,953,194,-19,1000,0
227,30,79,1049,-263,30,972,184,-29,990,0
228,40,69,1039,-263,60,962,174,-9,1009,0
229,40,79,1029,-263,30,953,184,-29,1000,0
230,60,89,1029,-281,20,953,174,-48,1000,0
231,40,79,1039,-245,50,962,165,-29,1009,0
232,40,69,1039,-245,30,953,174,-38,1000,0
233,40,69,1039,-263,30,953,174,-38,990,0
234,40,69,1039,-272,20,953,184,-19,1000,0
235,60,49,1039,-272,10,953,174,-38,1000,0
236,40,69,1019,-263,30,953,184,-29,980,0
237,30,59,1029,-263,20,953,184,-29,990,0
238,40,69,1039,-263,30,962,165,-67,1000,0
239,40,79,1049,-254,30,953,184,-38,990,0
240,40,69,1039,-254,20,953,174,-9,1009,0
241,40,59,1039,-254,20,962,184,-38,1000,0
242,30,69,1039,-263,10,962,174,-58,1009,0
243,50,69,1019,-245,30,953,174,-48,1000,0
244,40,69,1029,-263,30,953,184,-58,1000,0
245,50,49,1039,-254,10,962,174,-48,1000,0
246,40,59,1029,-254,0,962,174,-48,1000,0
247,50,79,1039,-272,20,972,174,-48,1000,0
248,50,59,1029,-245,10,962,174,-58,990,0
249,40,89,1039,-263,10,962,184,-48,1000,0
250,30,49,1039,-263,10,962,184,-29,1000,0
251,30,59,1019,-254,20,953,174,-38,1000,0
252,40,79,1049,-254,10,953,165,-48,1000,0
253,40,69,1029,-254,10,953,165,-48,990,0
254,30,79,1039,-245,20,953,174,-58,1019,0
255,40,89,1049,-254,10,935,165,-48,1000,0
256,30,69,1049,-263,40,962,165,-48,1000,0
257,20,49,1039,-263,10,962,165,-48,990,0
258,30,79,1039,-263,10,962,184,-48,1000,0
259,20,89,1049,-272,30,962,174,-48,1000,0
260,20,39,1049,-272,10,962,184,-48,971,0
261,60,59,1029,-254,20,953,165,-67,990,0
262,60,69,1019,-272,10,953,174,-67,990,0
263,60,59,1039,-263,20,962,165,-58,990,0
264,40,49,1029,-245,40,953,174,-67,990,0
265,50,79,1049,-263,30,962,174,-67,990,0
266,50,89,1039,-254,40,962,174,-38,1009,0
267,50,79,1049,-254,20,962,165,-67,1009,0
268,50,59,1039,-245,40,953,174,-58,1009,0
269,30,49,1049,-245,10,962,184,-48,990,0
270,50,29,1039,-245,0,962,184,-38,980,0
271,50,59,1039,-236,30,953,174,-67,1000,0
272,30,69,1029,-263,10,953,194,-67,980,0
273,50,79,1039,-254,20,962,174,-58,1000,0
274,30,59,1039,-245,10,972,155,-58,1000,0
275,40,29,1039,-245,20,953,165,-58,990,0
276,60,69,1029,-254,30,953,165,-58,1000,0
277,30,49,1058,-254,0,962,174,-67,990,0
278,30,39,1049,-254,20,953,184,-67,980,0
279,40,69,1029,-272,20,962,155,-48,1000,0
280,40,39,1039,-263,30,962,184,-87,990,0
281,50,69,1039,-245,10,962,174,-48,990,0
282,50,69,1039,-245,20,962,165,-67,1009,0
283,30,79,1049,-245,10,944,174,-67,990,0
284,40,59,1039,-254,40,962,184,-77,1000,0
285,30,49,1039,-254,10,953,184,-67,971,0
286,30,59,1019,-254,10,962,184,-58,1000,0
287,50,59,1019,-272,20,962,174,-48,980,0
288,70,49,1039,-254,10,944,174,-48,1000,0
289,70,49,1039,-254,0,962,165,-48,1000,0
290,40,49,1029,-236,30,944,184,-58,980,0
291,50,49,1029,-245,0,953,165,-77,1000,0
292,50,39,1039,-245,10,962,165,-87,1000,0
293,40,49,1049,-254,20,962,174,-77,990,0
294,40,49,1049,-254,-20,962,145,-58,1000,0
295,60,49,1029,-254,-10,972,165,-87,990,0
296,50,29,1029,-254,-10,981,174,-67,980,0
297,50,29,1029,-245,50,972,174,-58,990,0
298,40,49,1039,-245,20,962,165,-67,1000,0
299,50,49,1058,-245,0,962,174,-77,1000,0
300,40,29,1029,-254,-10,944,165,-67,1000,0
301,50,49,1029,-245,0,972,165,-67,1009,0
302,40,29,1039,-245,20,944,174,-67,990,0
303,60,39,1019,-236,10,944,184,-67,990,0
304,60,49,1039,-254,0,953,165,-77,1000,0
305,50,29,1049,-254,10,953,174,-77,1000,0
306,40,59,1029,-254,0,953,155,-77,1000,0
307,40,29,1029,-236,10,944,165,-87,1000,0
308,70,39,1019,-245,20,972,165,-67,1000,0
309,50,29,1029,-236,0,944,184,-58,980,0
310,60,49,1039,-245,10,962,174,-77,1009,0
311,50,49,1039,-254,0,962,155,-77,990,0
312,40,49,1039,-245,10,953,155,-67,1000,0
313,50,49,1019,-254,-10,962,165,-67,1009,0
314,40,39,1049,-245,0,962,165,-67,990,0
315,40,39,1049,-245,10,962,165,-67,1000,0
316,50,59,1039,-254,0,962,165,-87,990,0
317,40,39,1039,-254,20,962,165,-67,1009,0
318,40,59,1039,-245,0,953,184,-67,990,0
319,40,39,1039,-236,-10,953,165,-77,990,0
320,50,39,1029,-254,10,962,165,-58,1000,0
321,40,69,1029,-254,10,962,174,-77,1000,0
322,40,19,1039,-254,10,953,155,-67,1009,0
323,60,39,1029,-254,10,953,155,-67,1009,0
324,50,49,1029,-263,10,953,155,-67,1000,0
325,40,39,1039,-254,-10,962,184,-67,1000,0
326,40,49,1029,-263,-10,962,165,-67,1000,0
327,30,29,1039,-245,-10,953,174,-67,1000,0
328,60,59,1019,-254,10,972,155,-58,1009,0
329,40,29,1049,-254,-10,962,145,-67,1000,0
330,50,29,1039,-263,0,953,165,-87,1000,0
331,40,39,1039,-254,-10,962,165,-87,1000,0
332,50,59,1039,-254,0,962,174,-87,1000,0
333,50,59,1019,-236,0,962,165,-67,1009,0
334,50,19,1039,-236,-10,953,184,-87,990,0
335,50,39,1049,-254,20,953,165,-77,990,0
336,50,59,1039,-254,20,972,145,-48,1009,0
337,50,39,1029,-245,10,944,155,-58,1009,0
338,50,59,1029,-245,0,972,174,-58,1000,0
339,40,39,1039,-245,-20,962,145,-77,1009,0
340,40,19,1039,-227,0,953,155,-67,1000,0
341,40,49,1029,-254,0,981,174,-48,990,0
342,60,69,1019,-254,10,972,145,-67,1009,0
343,40,49,1029,-254,0,962,165,-67,1000,0
344,50,39,1039,-245,-10,953,165,-58,980,0
345,40,49,1039,-254,10,962,165,-48,1009,0
346,50,39,1049,-254,-20,962,165,-77,1019,0
347,50,59,1039,-245,20,944,155,-48,990,0
348,60,59,1039,-254,20,962,155,-48,1009,0
349,40,49,1039,-254,0,962,165,-77,1000,0
350,40,49,1029,-254,20,953,165,-48,990,0
351,70,59,1029,-227,20,944,165,-48,990,0
352,30,49,1039,-254,0,962,165,-77,1009,0
353,50,39,1039,-236,-10,962,165,-58,990,0
354,40,49,1029,-245,10,944,155,-48,1000,0
355,30,59,1049,-254,10,953,165,-87,990,0
356,50,39,1029,-254,-10,972,165,-77,990,0
357,40,49,1029,-254,-10,944,135,-38,990,0
358,40,49,1049,-272,0,962,165,-77,1000,0
359,40,49,1019,-254,-10,962,155,-48,990,0
360,40,49,1049,-254,10,962,165,-38,990,0
361,50,59,1019,-263,10,972,145,-58,1000,0
362,40,39,1039,-254,10,962,155,-58,1000,0
363,60,49,1039,-254,-10,962,145,-58,990,0
364,50,39,1039,-245,0,953,165,-77,1000,0
365,30,49,1029,-254,-10,962,155,-67,1009,0
366,40,29,1029,-245,-10,962,155,-29,1009,0
367,50,59,1039,-254,-10,953,155,-67,1000,0
368,30,39,1039,-245,10,953,155,-48,1009,0
369,50,59,1039,-254,10,962,155,-48,1000,0
370,50,39,1049,-245,0,972,155,-48,1009,0
371,40,69,1049,-245,-10,935,155,-58,1000,0
372,40,49,1039,-263,30,962,155,-58,1000,0
373,40,29,1058,-254,-10,962,165,-48,1000,0
374,30,59,1029,-245,0,953,135,-48,1000,0
375,40,59,1039,-263,10,962,155,-58,1000,0
376,50,49,1039,-254,0,972,155,-77,1019,0
377,40,59,1049,-254,0,972,155,-58,1000,0
378,40,39,1029,-254,10,962,155,-67,1009,0
379,60,49,1039,-263,10,962,155,-77,1000,0
380,40,49,1039,-245,-10,962,155,-58,1009,0
381,40,49,1029,-254,10,962,155,-67,990,0
382,40,59,1039,-245,20,962,145,-87,1000,0
383,50,59,1029,-254,0,962,155,-58,990,0
384,40,39,1049,-254,10,962,145,-58,1009,0
385,50,29,1058,-263,-10,962,145,-77,1009,0
386,50,49,1029,-245,20,953,145,-67,990,0
387,50,49,1019,-254,10,972,135,-67,1009,0
388,50,49,1049,-245,20,972,155,-58,990,0
389,40,39,1039,-236,0,953,126,-77,1000,0
390,50,59,1039,-263,10,962,155,-67,1009,0
391,50,49,1039,-245,10,953,155,-58,990,0
392,40,59,1029,-245,20,962,145,-67,1000,0
393,70,29,1029,-245,0,953,155,-87,1009,0
394,50,49,1019,-263,10,972,155,-77,990,0
395,30,59,1039,-263,10,972,135,-58,1009,0
396,50,49,1039,-245,20,953,155,0,952,0
397,50,39,1049,-245,-10,953,174,-116,1019,0
398,30,39,1039,-245,-10,953,155,-38,1009,0
399,50,49,1029,-263,20,953,155,-48,1000,0
400,30,59,1039,-263,0,962,145,-67,1009,0
401,40,29,1029,-254,20,962,155,-58,1000,0
402,40,29,1029,-263,0,962,135,-58,1009,0
403,40,49,1029,-254,-10,972,145,-67,990,0
404,40,49,1029,-263,20,953,145,-67,1000,0
405,40,49,1019,-254,-10,962,145,-58,990,0
406,50,49,1049,-245,20,953,145,-58,990,0
407,50,59,1039,-227,20,944,135,-48,1000,0
408,40,49,1039,-254,20,972,135,-38,1000,0
409,60,59,1019,-254,10,953,145,-67,1000,0
410,40,49,1039,-254,10,953,135,-58,1009,0
411,40,49,1039,-263,10,944,155,-48,1000,0
412,40,49,1039,-263,10,953,145,-48,1000,0
413,60,39,1049,-245,-10,962,135,-58,1009,0
414,50,49,1019,-254,20,944,135,-67,1009,0
415,50,39,1039,-254,0,962,135,-67,1000,0
416,60,39,1039,-254,10,972,135,-58,1019,0
417,50,49,1039,-254,10,962,135,-58,1019,0
418,50,39,1039,-254,0,972,126,-38,1009,0
419,40,49,1039,-263,0,962,135,-67,1009,0
420,40,49,1039,-263,0,962,135,-58,1000,0
421,40,59,1049,-263,-10,944,145,-67,1009,0
422,40,49,1049,-263,10,962,155,-48,1000,0
423,40,39,1049,-263,30,972,155,-58,980,0
424,40,29,1039,-263,30,972,145,-48,1009,0
425,50,69,1039,-254,0,953,145,-48,1000,0
426,50,69,1039,-254,10,962,126,-48,990,0
427,40,49,1039,-254,0,944,126,-48,990,0
428,40,49,1039,-254,20,962,135,-58,1028,0
429,50,49,1039,-254,20,953,135,-58,1000,0
430,50,29,1049,-263,10,972,145,-67,1009,0
431,40,59,1049,-263,-10,962,145,-77,990,0
432,40,49,1039,-245,-10,953,126,-48,1009,0
433,50,59,1039,-254,0,972,135,-58,1009,0
434,50,49,1029,-254,10,962,135,-58,1009,0
435,50,59,1029,-254,-10,972,145,-58,990,0
436,40,49,1049,-263,-10,953,126,-48,1009,0
437,40,49,1049,-263,10,962,135,-67,1009,0
438,60,49,1019,-263,10,962,145,-58,990,0
439,50,49,1029,-263,0,953,135,-58,1000,0
440,40,49,1029,-254,30,953,135,-87,1000,0
441,50,49,1039,-263,10,953,135,-67,1000,0
442,50,29,1039,-254,-10,953,116,-58,1000,0
443,50,49,1039,-254,0,953,126,-58,1009,0
444,50,49,1039,-254,20,962,135,-97,1019,0
445,40,29,1049,-245,0,944,126,-77,1019,0
446,40,49,1029,-263,-20,953,126,-67,1000,0
447,40,29,1039,-245,-10,953,135,-67,1000,0
448,60,59,1039,-254,10,953,116,-67,1000,0
449,50,49,1029,-245,0,953,116,-77,1019,0
450,40,19,1049,-254,0,953,126,-77,990,0
451,50,59,1039,-245,0,962,116,-58,1009,0
452,70,69,1039,-245,20,953,116,-58,1009,0
453,50,59,1029,-236,20,972,116,-58,1009,0
454,40,59,1039,-245,10,953,116,-67,1009,0
455,60,29,1039,-254,10,962,135,-67,1000,0
456,50,39,1039,-254,-10,972,126,-87,1019,0
457,60,49,1029,-236,10,953,106,-67,1009,0
458,60,49,1039,-245,0,981,135,-58,990,0
459,60,49,1039,-236,30,962,97,-29,1000,0
460,60,49,1039,-236,-20,962,145,-77,1019,0
461,50,49,1039,-245,-10,953,145,-67,1009,0
462,40,49,1039,-263,10,962,116,-38,1009,0
463,40,39,1049,-254,0,972,145,-67,1019,0
464,40,49,1039,-254,0,953,126,-38,990,0
465,40,49,1039,-245,0,944,145,-77,1019,0
466,40,39,1039,-254,-10,962,135,-48,1009,0
467,50,49,1039,-254,0,962,126,-38,1019,0
468,30,39,1049,-263,0,944,126,-38,1009,0
469,30,49,1029,-263,0,944,145,-48,980,0
470,40,49,1049,-263,20,953,145,-67,1000,0
471,40,29,1049,-254,10,953,145,-67,980,0
472,40,39,1029,-263,0,944,165,-48,971,0
473,30,39,1039,-263,10,972,126,-29,990,0
474,40,39,1049,-263,-30,962,165,-38,980,0
475,30,29,1029,-263,0,953,106,-29,1019,0
476,40,29,1029,-263,20,972,155,-29,1009,0
477,50,49,1039,-245,-10,953,135,-48,1009,0
478,50,49,1049,-245,0,962,126,-19,1028,0
479,40,29,1049,-245,10,953,145,-38,1000,0
480,50,29,1029,-254,10,962,126,-29,1009,0
481,40,39,1029,-263,0,962,126,-19,1000,0
482,50,39,1029,-254,0,953,126,-38,1009,0
483,20,49,1029,-272,-10,953,155,-19,1000,0
484,50,49,1049,-263,-10,944,135,-19,1019,0
485,50,39,1019,-254,0,953,155,-38,1000,0
486,40,39,1049,-245,-10,962,145,-29,990,0
487,50,19,1039,-245,10,962,135,-48,1000,0
488,30,39,1029,-263,-30,962,155,-58,1000,0
489,50,39,1049,-263,0,944,145,-19,1000,0
490,60,29,1039,-254,10,944,135,-48,990,0
491,40,29,1019,-245,-20,962,145,-58,1000,0
492,60,29,1049,-236,-10,953,155,-58,1000,0
493,60,29,1039,-227,10,953,126,-48,1019,0
494,60,0,1039,-218,0,972,155,-67,1000,0
495,70,29,1029,-236,-30,972,145,-67,1000,0
496,70,19,1039,-218,0,962,135,-77,1009,0
497,70,19,1029,-227,0,972,145,-58,1019,0
498,80,29,1009,-236,-30,962,145,-58,1009,0
499,50,19,1029,-245,10,953,135,-58,1000,0
500,60,9,1029,-245,-40,981,145,-87,1000,0
501,70,19,1039,-236,-20,962,145,-77,990,0
502,60,29,1039,-236,-20,972,145,-77,1000,0
503,70,0,1058,-245,-20,953,135,-77,1009,0
504,70,19,1039,-245,0,962,135,-77,1000,0
505,70,9,1039,-245,-20,972,116,-58,1009,0
506,50,19,1049,-245,0,962,135,-106,1009,0
507,70,19,1039,-245,-20,962,126,-87,1009,0
508,70,9,1039,-245,-20,962,126,-67,1019,0
509,70,29,1039,-245,-20,962,135,-77,1000,0
510,70,9,1029,-254,-10,962,145,-106,1000,0
511,70,19,1049,-236,-40,972,135,-106,1000,0
512,50,9,1039,-245,-30,962,116,-97,1000,0
513,70,29,1039,-245,-20,962,126,-87,990,0
514,70,19,1039,-245,-30,953,116,-97,1000,0
515,70,19,1039,-254,-10,953,126,-97,1000,0
516,70,29,1009,-227,-40,972,126,-106,1009,0
517,90,0,1039,-227,-40,953,135,-106,1000,0
518,80,0,1039,-236,-50,972,126,-116,1009,0
519,80,0,1039,-236,-10,972,126,-97,1009,0
520,90,29,1029,-218,-30,972,126,-106,990,0
521,90,29,1029,-200,-10,962,126,-106,990,0
522,111,9,1039,-190,-10,972,116,-106,1000,0
523,90,0,1039,-209,-20,972,116,-106,1009,0
524,90,9,1029,-209,0,944,135,-106,1000,0
525,70,0,1049,-254,-30,962,135,-116,1000,0
526,70,0,1049,-245,-20,962,135,-126,1000,0
527,70,9,1019,-245,-30,962,135,-126,1000,0
528,70,9,1039,-236,-30,990,135,-116,1000,0
529,90,0,1019,-236,-20,962,116,-116,1019,0
530,80,9,1029,-236,-20,972,116,-106,1000,0
531,90,9,1039,-227,-20,944,126,-106,1000,0
532,80,9,1029,-236,-10,972,97,-126,1000,0
533,80,19,1029,-236,-10,962,126,-116,1000,0
534,80,19,1029,-227,-30,953,135,-106,980,0
535,60,9,1029,-245,-50,962,116,-106,990,0
536,80,9,1039,-227,-10,962,126,-116,1000,0
